listing_id,neighbourhood,zipcode,price
2595,Midtown,10018,225
5172,Murray Hill,10016,129
6090,West Village,10014,175
6848,Williamsburg,11211,140
8490,Bedford-Stuyvesant,11216,120
9704,Harlem,10027,52
13050,Bedford-Stuyvesant,11221,115
13076,Prospect Heights,11238,81
13394,Fort Greene,11205,80
13552,Upper West Side,10023,120
14287,Upper West Side,10024,170
14314,Greenpoint,11222,144
14322,Kips Bay,10010,200
14991,Lower East Side,10002,100
15220,Hell's Kitchen,10018,69
15338,Williamsburg,11222,49
15341,Soho,10002,180
16284,,10011,179
16422,Flatbush,11226,60
17747,Clinton Hill,11238,105
18198,Woodside,11377,70
18764,Williamsburg,11211,145
19159,Hamilton Heights,10031,120
19601,Brooklyn Heights,11201,800
19812,Williamsburg,11211,105
20611,Williamsburg,11211,85
20724,Bushwick,11206,65
20913,,11211,100
23135,Carroll Gardens,11231,175
25406,Williamsburg,11211,139
26559,East Village,10009,140
26864,Williamsburg,11211,90
27024,Chelsea,10001,125
27531,Park Slope,11215,99
27659,Park Slope,11215,400
28321,Lefferts Garden,11225,75
28396,Williamsburg,11211,90
30031,Greenpoint,11222,50
32023,Bedford-Stuyvesant,11233,125
32289,Williamsburg,11211,199
32969,Williamsburg,11211,160
34760,Fort Greene,11205,44
35526,West Village,10014,156
38638,Upper East Side,10028,219
38833,Harlem,10030,129
39572,Hell's Kitchen,10019,119
39704,Bedford-Stuyvesant,11216,139
39755,Upper West Side,10025,250
41348,Gowanus,11215,250
42729,Carroll Gardens,11231,165
42882,St. George,10301,70
43957,Bushwick,11237,50
44096,Highbridge,10452,40
44221,Financial District,10006,225
44288,West Village,10014,150
45393,West Village,10014,150
45556,Fort Greene,11217,65
45936,Morningside Heights,10025,99
46544,Park Slope,11217,150
46723,Bedford-Stuyvesant,11216,90
51485,Lower East Side,10002,83
54453,Hell's Kitchen,10019,105
54508,Prospect Heights,11217,100
54626,Highbridge,10452,48
54860,East Harlem,10035,100
55467,Williamsburg,11211,140
55565,Bedford-Stuyvesant,11206,120
56467,East Village,10003,130
57618,Hell's Kitchen,10019,250
59855,Midtown East,10022,250
60794,Upper West Side,10025,195
62264,Williamsburg,11211,65
62430,Bushwick,11221,99
62452,West Brighton,10301,29
62680,East Village,10003,135
63299,Williamsburg,11211,59
63573,Park Slope,11215,60
63610,Eastchester,10475,99
64000,Williamsburg,11211,60
65268,Bedford-Stuyvesant,11216,75
65562,East Village,10009,111
65834,Park Slope,11215,175
66026,Crown Heights,11213,57
66251,East Village,10009,212
66340,Harlem,10030,133
66974,Gowanus,11217,190
68900,Greenpoint,11222,125
69921,Bushwick,11237,70
72265,Greenpoint,11222,55
74240,Williamsburg,,199
74821,Harlem,10027,149
74860,Greenpoint,11222,55
76761,Park Slope,11215,169
77799,Tribeca,10007,449
78331,Long Island City,11101,85
80493,Alphabet City,10009,71
80684,Greenpoint,11222,349
80700,Greenpoint,11222,349
82549,Brooklyn Heights,11201,100
82885,Williamsburg,11211,150
82928,Bedford-Stuyvesant,11216,185
83243,Bushwick,11221,65
86215,Lower East Side,10002,150
98663,Chelsea,10001,110
100023,Upper West Side,10025,195
100186,Gowanus,11215,130
105469,The Rockaways,11693,70
106647,Clinton Hill,11238,145
112359,Upper East Side,10128,225
114969,Midtown East,10022,145
115748,Astoria,11102,110
121473,Greenpoint,11222,150
123784,Harlem,10027,110
125053,East Village,10012,395
125594,,11218,39
127387,Gowanus,11215,260
132570,West Village,10014,170
132661,Hell's Kitchen,10018,76
135706,Chelsea,10011,132
136528,Upper West Side,10023,199
137121,Williamsburg,11211,100
137671,Midtown,10016,180
139624,Crown Heights,11216,80
140053,West Village,10014,220
140425,Crown Heights,11238,79
145777,,11231,170
145994,Upper West Side,10025,95
147586,Harlem,10027,295
148201,Greenwich Village,10012,175
148259,Williamsburg,11211,451
152263,Harlem,10026,300
157431,Flatbush,11226,81
158901,Crown Heights,11213,31
162565,Chelsea,10011,175
163627,Williamsburg,11211,89
163836,Williamsburg,11222,46
164989,Soho,10012,140
165080,Carroll Gardens,11231,500
167222,Park Slope,11217,60
169152,Bedford-Stuyvesant,11216,75
169306,University Heights,10453,37
172445,Upper East Side,10028,153
173072,Harlem,10027,49
174803,West Village,10014,165
186871,Lower East Side,10002,179
188674,East Village,10003,165
188803,Fort Greene,11217,85
189787,Crown Heights,11225,109
193853,Chelsea,10011,149
195027,Upper East Side,10075,85
195089,Upper East Side,10128,140
196010,Park Slope,11215,265
197176,Midtown,10106,385
197753,Hamilton Heights,10031,75
205735,Bushwick,11207,41
206772,Williamsburg,11211,185
212178,,10036,230
214474,Bay Ridge,11209,27
216015,,10012,250
217660,Alphabet City,10009,62
222054,Park Slope,11217,120
222304,Chelsea,10011,199
223597,Lefferts Garden,11225,70
226021,Williamsburg,11211,220
227715,Bedford-Stuyvesant,11216,80
228517,Chinatown,10013,110
232618,East Harlem,10029,119
233638,Ridgewood,11385,55
233662,Midtown East,10022,110
234184,Harlem,10027,312
234814,Lower East Side,10002,186
235281,Lower East Side,10002,180
235876,Murray Hill,10016,240
235951,Midtown East,10017,190
236671,Williamsburg,11211,199
239766,Lower East Side,10002,100
241021,Harlem,10027,115
241159,Clinton Hill,11205,110
242643,Williamsburg,11206,155
244235,Bedford-Stuyvesant,11213,180
245504,Washington Heights,10040,71
246351,Gramercy Park,10010,135
246938,Lower East Side,10002,158
248713,Hell's Kitchen,10036,100
248865,Greenpoint,11222,199
248871,West Village,10014,700
250323,Chinatown,10013,119
250801,Greenwich Village,10012,850
251277,Upper West Side,10024,140
252865,Prospect Heights,11217,70
253332,Greenwood Heights,11232,96
253466,Greenpoint,11222,199
253471,Greenpoint,11222,199
253806,Greenpoint,11222,199
254131,Jackson Heights,11372,49
254168,Greenpoint,11222,599
254790,Williamsburg,11211,65
255024,Bushwick,11237,220
255476,Williamsburg,11211,89
255637,Prospect Heights,11238,65
255957,Lower East Side,10002,495
257097,Bedford-Stuyvesant,11216,200
258397,Park Slope,11215,139
259946,South Beach,10305,125
260980,,10003,250
262405,East Flatbush,11203,92
262478,Lower East Side,10002,80
262583,West Village,10014,300
266351,Fort Greene,11238,150
269889,Long Island City,11101,95
270231,Sunnyside,11377,85
271954,Greenwich Village,10003,150
272026,Washington Heights,10040,48
272738,,11211,60
274329,Ridgewood,11385,110
278145,Astoria,11105,30
281192,Williamsburg,11211,170
283194,,10011,500
283550,Hell's Kitchen,10036,175
286838,Harlem,10026,75
287814,Williamsburg,11249,160
287839,Downtown Brooklyn,11201,175
287845,Carroll Gardens,11231,275
288726,Little Italy,10013,110
289037,Carroll Gardens,11201,189
289665,West Village,10014,450
289958,Astoria,11101,80
291728,Chinatown,10013,98
292361,Midtown East,10017,160
293837,Williamsburg,11206,157
294263,Greenpoint,11222,199
294297,Williamsburg,11211,105
294353,Williamsburg,11211,135
295231,Williamsburg,11206,60
298759,Bedford-Stuyvesant,11216,52
298782,Bedford-Stuyvesant,11216,49
299699,Greenpoint,11222,140
301372,Fort Greene,11217,50
302238,Harlem,10027,350
302280,Harlem,10027,250
303851,Sunset Park,11220,59
317938,Williamsburg,11211,229
318021,Harlem,10026,110
319724,Williamsburg,11249,59
321136,Washington Heights,10032,109
322037,Williamsburg,11249,325
322974,West Village,10011,120
323453,Williamsburg,11206,180
324115,Williamsburg,11249,75
325429,Upper East Side,10028,219
328040,Midtown East,10016,299
328693,Upper West Side,10024,179
329310,Lower East Side,10002,250
331854,Prospect Heights,11238,199
331986,Washington Heights,10033,112
332570,,10024,225
336220,Harlem,10026,125
337708,Hell's Kitchen,10036,450
339142,Gramercy Park,10010,119
339386,East Village,10009,150
340552,,10036,450
342027,,10028,99
343971,Hamilton Heights,10031,89
344092,Sunset Park,11220,70
346248,Greenwich Village,10012,100
347865,Alphabet City,10009,189
350525,Crown Heights,11225,145
351859,Chelsea,10011,240
354514,Alphabet City,10009,150
359982,,11206,75
360400,Flatiron District,10001,135
364785,Park Slope,11217,80
369411,Williamsburg,11211,87
373618,Williamsburg,11249,129
374548,Bedford-Stuyvesant,11221,85
378852,Chelsea,10011,135
380730,Sheepshead Bay,11229,50
382523,Harlem,10026,150
386555,Stapleton,10304,110
386744,Upper East Side,10021,125
389482,Jamaica,11435,75
393682,Nolita,10012,100
393875,Harlem,10026,110
394111,Jamaica,11435,75
396636,Hamilton Heights,10032,135
398281,Upper East Side,10128,200
403668,Alphabet City,10009,147
406926,Nolita,10012,269
408099,Hell's Kitchen,10036,259
408133,Lower East Side,10002,277
411336,Nolita,10012,225
413282,,11211,150
413815,Roosevelt Island,10044,80
416108,Kips Bay,10016,90
417685,Park Slope,11215,160
418291,Alphabet City,10009,175
422040,Upper West Side,10023,99
424661,Upper East Side,10021,149
424767,Flatiron District,10016,290
428226,Crown Heights,11216,45
433218,Prospect Heights,11238,130
433414,Clinton Hill,11238,150
434792,Gowanus,11215,138
435946,Financial District,10006,220
436824,Hamilton Heights,10031,55
437352,Park Slope,11215,100
438513,Lefferts Garden,11225,150
439750,Williamsburg,11211,200
441860,,11206,80
442649,Chelsea,10011,130
444171,Bedford-Stuyvesant,11221,189
448123,Williamsburg,11211,225
449660,Windsor Terrace,11218,80
453255,Lower East Side,10002,225
453317,,11205,65
456526,Harlem,10030,75
457528,West Village,10014,250
457829,East Village,10003,210
460876,Park Slope,11215,575
461590,,,138
465267,Williamsburg,11211,69
466277,Williamsburg,11211,235
466457,Bedford-Stuyvesant,11221,100
470090,Lower East Side,10002,210
471758,,10013,500
472052,Upper West Side,10023,180
472376,Prospect Heights,11238,115
472546,Bushwick,11237,82
473035,Bedford-Stuyvesant,11221,95
474261,Williamsburg,11211,100
478949,Chelsea,10011,380
479002,Fort Greene,11238,450
479263,Williamsburg,11211,145
479867,Williamsburg,11211,195
481022,Lower East Side,10009,125
482765,Fort Greene,11217,100
484297,Clinton Hill,11238,350
484728,Bay Ridge,11209,99
485197,Alphabet City,10009,170
486350,,11211,250
489365,Williamsburg,11211,226
491529,Park Slope,11215,220
491942,Upper West Side,10025,199
493177,Lower East Side,10002,155
495249,Jackson Heights,11372,85
496166,Park Slope,11215,249
498052,Williamsburg,11211,120
499778,Greenwich Village,10012,269
500886,Bedford-Stuyvesant,11221,85
501693,Upper West Side,10025,99
502309,Flatbush,11226,46
503460,New Springville,10314,70
503529,Soho,10012,198
504362,Prospect Heights,11217,209
507393,Bedford-Stuyvesant,11216,49
510218,Upper West Side,10024,169
510543,Greenpoint,11222,69
511733,Bushwick,11237,120
511960,East Village,10003,160
512209,Brooklyn Heights,11201,800
513343,Prospect Heights,11238,125
513573,Fort Greene,11217,90
516461,Chelsea,10001,130
521038,Harlem,10039,115
521522,Park Slope,11215,150
523123,Park Slope,11215,375
525120,Chelsea,10011,135
525412,Nolita,10012,150
525674,,11374,49
526923,Flatiron District,10016,265
530135,Flatbush,11226,37
530431,Harlem,10027,190
531091,Astoria,11103,109
531258,Greenwich Village,10012,165
532606,Hell's Kitchen,10036,99
534897,Chelsea,10011,230
535352,Upper West Side,10025,92
536578,Bushwick,11237,59
537625,,10003,47
539160,Hamilton Heights,10032,170
540489,Chinatown,10013,58
544324,Chelsea,10011,150
546573,Financial District,10004,333
552502,Crown Heights,11238,88
553516,Prospect Heights,11217,121
554165,Boerum Hill,11217,250
557487,Greenpoint,11222,112
557839,Hamilton Heights,10030,95
559511,Greenpoint,11222,120
560078,Alphabet City,10009,295
560406,Carroll Gardens,11231,90
562449,East Village,10003,160
563442,West Village,10014,197
565701,,,55
566712,Alphabet City,10009,107
566755,Harlem,10027,75
568661,Bushwick,11237,110
571564,Crown Heights,11216,90
573671,Bedford-Stuyvesant,11216,58
576426,Hell's Kitchen,10019,165
578267,Chinatown,10002,94
580323,East Harlem,10029,75
581488,Williamsburg,11249,275
583224,Harlem,10037,149
583352,Alphabet City,10009,120
585300,Jackson Heights,11372,99
585937,Greenpoint,11222,175
587554,West Village,10014,198
587698,Gravesend,11223,65
591710,Brooklyn Heights,11201,175
592785,Clinton Hill,11238,140
592853,Ridgewood,11385,75
594036,West Village,10014,300
594640,Chelsea,10011,275
596373,Bedford-Stuyvesant,11221,160
596391,Chelsea,10011,229
596448,Brooklyn Heights,11201,129
597544,Sunnyside,11104,100
598612,Greenpoint,11211,500
599595,Upper West Side,10024,149
600775,Prospect Heights,11217,100
602453,Park Slope,11215,65
602533,Hamilton Heights,10031,56
603948,Upper West Side,10025,150
607525,Financial District,10006,150
609559,Elmhurst,11373,99
611009,Alphabet City,10009,199
614269,Williamsburg,11211,90
618477,Greenpoint,11222,110
618916,Prospect Heights,11238,200
619122,Williamsburg,11211,63
621430,Hell's Kitchen,10019,90
624222,Harlem,10026,136
625201,,10014,175
625365,Lefferts Garden,11225,125
628078,Harlem,10026,81
629855,Williamsburg,11211,85
629893,Washington Heights,10032,72
631601,Sunset Park,11220,60
635282,Williamsburg,11211,165
635662,Windsor Terrace,11218,55
636579,Gramercy Park,10003,209
637641,Grymes Hill,10301,86
638894,Crown Heights,11238,110
640990,East Harlem,10029,65
643877,Flatbush,11230,200
643948,Inwood,10034,71
644464,Williamsburg,11211,350
644575,Tompkinsville,10304,75
646391,Bedford-Stuyvesant,11205,45
647413,Prospect Heights,11238,150
647520,Noho,10012,274
647580,East Village,10003,150
648246,Williamsburg,11211,195
649878,Greenpoint,11222,120
651475,Gramercy Park,10003,109
656946,Williamsburg,11211,100
657727,Upper West Side,10024,197
659880,Williamsburg,11206,100
663608,Kips Bay,10010,295
664047,Upper West Side,10025,2000
666315,Williamsburg,11211,180
667375,Chelsea,10011,200
667549,,11226,140
669640,Park Slope,11215,75
669939,East New York,11207,38
670212,Astoria,11101,52
671387,Greenpoint,11222,110
671633,Upper East Side,10028,157
678068,,11377,49
678593,Crown Heights,11216,33
680225,Ridgewood,11385,65
681361,Alphabet City,10009,80
681805,Mariners Harbor,10303,54
683681,,10014,179
684808,Murray Hill,10016,125
684991,Murray Hill,10016,119
689329,Jackson Heights,11372,62
690934,Park Slope,11217,550
692567,Bushwick,11237,84
693597,Upper West Side,10023,160
695002,Alphabet City,10009,105
695297,Bedford-Stuyvesant,11206,68
697499,Upper West Side,10023,154
697923,Hell's Kitchen,10036,75
698162,Inwood,10040,55
698514,West Village,10014,220
699598,East Village,10009,350
700916,Bedford-Stuyvesant,11221,150
701227,Brooklyn Navy Yard,11205,80
702213,Williamsburg,11206,150
703971,Lefferts Garden,11225,70
704173,Bedford-Stuyvesant,11216,89
705749,Concord,10304,51
707396,Alphabet City,10009,399
707443,Upper West Side,10023,295
707695,West Village,10014,149
707736,Harlem,10027,299
708358,East Village,10003,295
710284,Chelsea,10011,425
711635,East Village,10003,240
713181,Alphabet City,10009,125
715481,Upper West Side,10024,100
719329,Crown Heights,11238,120
721762,East Village,10009,151
723457,Gowanus,11215,75
723523,Upper East Side,10021,200
724806,Hell's Kitchen,10036,79
725270,Flatiron District,10011,375
726645,,11216,45
727512,Greenpoint,11222,199
728498,Harlem,10026,80
731293,Upper East Side,10065,200
731316,Chelsea,10011,140
739242,Upper West Side,10024,170
741797,Tribeca,10013,151
744078,Canarsie,10065,39
744220,Nolita,10012,125
745037,Midtown,10019,170
747159,East Village,10003,120
749455,Upper West Side,10023,99
752616,Lower East Side,10002,400
753983,Upper West Side,10025,80
754190,Soho,10013,100
754353,Astoria,11106,39
755528,Allerton,10467,49
758782,Midtown East,10022,170
759901,Baychester,10469,85
760303,Upper East Side,10028,145
763881,East Village,10003,79
763912,East Village,10003,109
763956,East Village,10003,79
764753,Crown Heights,11213,82
765569,Downtown Brooklyn,11201,195
766542,Williamsburg,11211,100
767397,Harlem,10030,190
773993,Upper East Side,10075,85
774791,Flushing,11355,55
775447,,10029,249
778381,Bedford-Stuyvesant,11205,75
779838,Upper West Side,10025,260
780205,Civic Center,10038,225
780238,Hamilton Heights,10031,110
780322,Bedford-Stuyvesant,11206,27
783202,West Village,10014,190
783911,Upper East Side,10128,249
784088,Williamsburg,11211,155
784122,Bedford-Stuyvesant,11233,149
787941,Lower East Side,10002,299
788106,,10011,140
789476,Harlem,10026,95
789559,Upper West Side,10069,295
791191,West Village,10014,185
792142,Upper East Side,10065,150
796404,Washington Heights,10040,96
796523,,11238,125
801281,Lower East Side,10023,170
802983,Upper West Side,10025,200
805028,Boerum Hill,11217,200
805218,Greenpoint,11222,85
807535,Williamsburg,11206,79
808313,East Village,10009,200
808851,East Harlem,10029,95
811198,Chelsea,10010,349
811299,Boerum Hill,11201,119
812462,,11225,55
813793,Lower East Side,10002,175
814911,Bushwick,11221,55
818325,Kips Bay,10016,148
818337,Flushing,11355,70
819206,East Harlem,10029,40
819893,Hamilton Heights,10031,55
819956,Bedford-Stuyvesant,11221,75
820953,,11222,99
821135,Downtown Brooklyn,11201,175
824163,Bushwick,11206,60
825545,,10012,120
826388,Harlem,10026,69
828130,Lefferts Garden,11225,70
828553,Gramercy Park,10003,130
829083,Prospect Heights,11238,150
831725,Greenpoint,11222,159
832005,East Harlem,10029,51
835138,Bushwick,11237,140
836720,College Point,11356,400
837282,Tribeca,10013,235
837430,Alphabet City,10009,130
837503,Bedford-Stuyvesant,11205,135
839058,Midtown East,10022,269
840731,East Village,10003,495
842494,Upper West Side,10023,150
842973,Hell's Kitchen,10036,175
843036,,10032,80
843499,Harlem,10027,80
845417,Lower East Side,10002,250
846190,Lefferts Garden,11225,140
846829,Lower East Side,10002,95
848071,,10002,100
848707,Flushing,11355,60
848718,Lefferts Garden,11225,75
849567,Inwood,10034,81
849603,Crown Heights,11216,100
850097,West Village,10014,235
850148,Williamsburg,11249,78
850338,Williamsburg,11211,130
850517,Bushwick,11221,289
854396,Williamsburg,11237,180
855919,Harlem,10027,125
856440,Hell's Kitchen,10019,176
859596,East Harlem,10029,105
865985,Harlem,10027,198
867270,Williamsburg,11206,99
867749,Crown Heights,11238,200
869615,Chinatown,10002,100
872897,Upper West Side,10025,455
873465,Flatbush,11226,115
873701,Crown Heights,11216,140
874683,Bushwick,11221,62
874706,Kensington,11218,95
883375,Chinatown,10013,150
886808,Flushing,11355,55
887292,Bushwick,11237,139
888905,East Harlem,10029,65
891117,Harlem,10039,49
893556,Hell's Kitchen,10036,69
896656,Crown Heights,11216,95
903947,Harlem,10039,49
903972,Harlem,10039,49
905947,Flatbush,11226,38
906058,Morningside Heights,10025,110
911092,Alphabet City,10009,145
913816,Williamsburg,11249,399
919830,Chelsea,10011,125
922764,Fort Greene,11217,200
923566,Upper West Side,10024,200
924600,Bedford-Stuyvesant,11221,35
925010,Lower East Side,10002,260
927597,Flushing,11355,76
928229,Hell's Kitchen,10019,70
933129,,11217,195
938022,Williamsburg,11206,99
940116,Sunset Park,11220,60
940856,Upper West Side,10024,125
941165,Bedford-Stuyvesant,11216,30
941179,Crown Heights,11216,130
944040,Crown Heights,11216,110
944049,West Village,10014,200
944755,Lefferts Garden,11225,100
944840,DUMBO,11201,132
946644,Bedford-Stuyvesant,,134
949713,Gowanus,11215,400
952912,Prospect Heights,11238,189
953275,East Harlem,10035,125
953951,West Village,10014,219
956412,DUMBO,11201,189
956573,Prospect Heights,11238,90
957002,Upper West Side,10025,100
959349,Williamsburg,11211,165
959791,Crown Heights,11216,90
959871,Williamsburg,11211,120
959948,,10012,195
960210,Bedford-Stuyvesant,11206,89
970659,Washington Heights,10032,106
971158,Harlem,10026,100
971247,Upper West Side,10025,190
975229,East Village,10003,159
978386,Astoria,11103,85
978582,Upper East Side,10028,99
982188,Williamsburg,11211,90
982276,Chinatown,10002,96
985642,Bushwick,11237,69
986727,East Harlem,10037,165
987329,Astoria,11103,78
989976,Flushing,11355,160
992891,Nolita,10012,119
993040,Hamilton Heights,10031,149
993576,Upper West Side,10024,172
995187,Fort Greene,11205,275
995215,Upper West Side,10024,99
998423,Astoria,11103,76
1002469,Upper East Side,10065,191
1009001,Williamsburg,11206,115
1018529,Greenpoint,11222,216
1021491,Crown Heights,11225,85
1025001,Ridgewood,11385,75
1026531,Williamsburg,11211,88
1028263,East Village,10003,60
1032610,Harlem,10027,130
1034911,Clinton Hill,11205,150
1039516,,10014,195
1042416,Bedford-Stuyvesant,11221,90
1049224,Harlem,10027,190
1054201,East Harlem,10035,120
1059891,Midtown,10019,150
1063119,Washington Heights,10040,125
1069287,,11211,83
1070458,Soho,10013,100
1074155,East Harlem,10035,58
1077176,Gramercy Park,10010,180
1079675,Lower East Side,10002,149
1080839,East Village,10003,125
1083888,Bedford-Stuyvesant,11221,110
1086884,Williamsburg,11206,175
1089619,Washington Heights,10032,40
1091582,Park Slope,11215,79
1091840,East Harlem,10029,70
1095106,Greenpoint,11222,75
1096511,Harlem,10026,85
1098967,,10032,70
1100421,Boerum Hill,11201,195
1102963,Bushwick,11207,185
1109182,,10031,50
1109978,Bushwick,11206,54
1114409,Fort Greene,11217,250
1115349,Greenwich Village,10012,90
1117349,West Village,10014,280
1123737,Washington Heights,10032,45
1124012,East Village,10009,125
1130138,Hamilton Heights,10030,110
1130855,Prospect Heights,11238,90
1132409,Upper West Side,10024,79
1132907,Greenwich Village,10012,200
1133296,Chelsea,10011,175
1135064,Alphabet City,10009,110
1137587,Prospect Heights,11238,189
1139851,Chelsea,10011,95
1142034,Flatiron District,10001,115
1145134,Greenpoint,11222,99
1145337,East Village,10003,109
1146653,Manhattan,10025,1000
1151782,Hell's Kitchen,10019,275
1156440,East Village,10003,200
1156733,Williamsburg,11211,155
1157036,Kensington,11230,50
1167658,Greenpoint,11222,55
1167832,,10012,270
1178231,Canarsie,11236,100
1178389,Washington Heights,10033,70
1180473,Chelsea,10011,249
1183628,Chelsea,,287
1183667,Upper West Side,10023,85
1186153,East Harlem,10029,79
1187643,Port Morris,10454,65
1194066,Upper East Side,10021,190
1195260,East Flatbush,11203,95
1197899,Clinton Hill,11205,75
1199863,Crown Heights,11233,103
1203737,Upper West Side,10025,180
1203898,Williamsburg,11211,96
1204146,,10031,82
1209492,Alphabet City,10009,148
1212045,Downtown Brooklyn,11201,165
1212319,Washington Heights,10033,55
1213991,Hell's Kitchen,10036,240
1215836,Crown Heights,11238,150
1223755,Bedford-Stuyvesant,11205,35
1226176,Bedford-Stuyvesant,11206,60
1231273,Hell's Kitchen,10036,95
1239017,Crown Heights,11225,350
1239293,Kensington,11218,73
1240594,East New York,11208,55
1244117,Bedford-Stuyvesant,11221,125
1245977,,11238,99
1255828,Upper West Side,10024,95
1263964,Harlem,10027,95
1268175,Alphabet City,10009,145
1270324,Bedford-Stuyvesant,11205,50
1272282,Flatbush,11226,70
1276054,Harlem,10026,169
1277972,Clinton Hill,11238,144
1278469,Ridgewood,11237,75
1278784,Mott Haven,10455,58
1281257,,10005,239
1284189,Upper West Side,10024,200
1284659,Clinton Hill,11238,235
1287935,Clinton Hill,11238,90
1291245,Lower East Side,10002,399
1300216,Astoria,11102,100
1303515,West Village,10014,136
1304181,Midtown East,10022,50
1304459,Williamsburg,11211,131
1305346,Soho,10012,160
1307095,Gramercy Park,10003,109
1310672,Bushwick,11221,75
1312228,Clinton Hill,,55
1326566,Park Slope,11215,78
1330972,Bushwick,11237,123
1335146,Crown Heights,11213,87
1336984,Bedford-Stuyvesant,11221,70
1337124,,10023,175
1346003,Williamsburg,11211,150
1346530,Crown Heights,11216,100
1347126,Brooklyn Navy Yard,11205,65
1347204,Harlem,10027,190
1348118,Harlem,10027,185
1351690,Flatbush,11226,85
1355654,East Village,10009,200
1358963,Prospect Heights,11238,75
1363336,Lower East Side,10002,225
1364584,Harlem,10027,125
1365000,Clinton Hill,11205,130
1365028,Soho,10012,265
1365597,Upper West Side,10023,148
1377820,Chelsea,10001,180
1382158,Soho,10012,100
1391024,Bushwick,11221,69
1392144,Crown Heights,11213,210
1392673,Greenpoint,11222,125
1399352,Bedford-Stuyvesant,11216,70
1402084,Red Hook,11231,125
1403129,Sunset Park,11220,167
1403466,Bushwick,11221,58
1403827,Bedford-Stuyvesant,11216,95
1404510,Bedford-Stuyvesant,11216,95
1407364,Bedford-Stuyvesant,11216,260
1408406,Downtown Brooklyn,11201,162
1411811,West Village,10014,210
1415738,Park Slope,11215,160
1428648,Greenwich Village,10014,150
1428844,Williamsburg,11206,175
1431246,Washington Heights,10040,100
1435289,Upper West Side,10025,124
1439295,Williamsburg,11206,60
1454427,Lower East Side,10003,90
1457505,Crown Heights,11213,85
1459862,Harlem,10039,55
1460549,Chelsea,10011,229
1461965,Crown Heights,11213,69
1462341,,10036,175
1464339,,11231,110
1466534,Jamaica,11434,59
1467106,Bedford-Stuyvesant,11221,155
1467474,Hell's Kitchen,10036,175
1469244,Morningside Heights,10027,150
1469895,West Village,,150
1471952,Jamaica,11434,59
1472009,Jamaica,11434,59
1474752,Williamsburg,11211,110
1475427,Sunnyside,11104,102
1475631,Bushwick,11221,62
1475661,Astoria,11106,140
1484031,Harlem,10026,100
1484310,Lower East Side,10002,120
1490242,Long Island City,11101,225
1496319,Williamsburg,11222,250
1497024,Hamilton Heights,10031,100
1497459,Park Slope,11215,115
1499635,Murray Hill,10016,600
1503618,Greenwood Heights,11215,66
1503661,,10032,65
1506985,East Harlem,10035,210
1510283,Harlem,10026,99
1511534,Bushwick,11237,47
1515692,Greenwich Village,10002,1100
1517917,Bedford-Stuyvesant,11206,67
1518302,Kips Bay,10016,225
1524562,Bedford-Stuyvesant,11221,89
1531211,Lower East Side,10002,250
1533807,Flatbush,11226,95
1534212,Sheepshead Bay,11235,125
1535607,Alphabet City,10009,89
1545654,Williamsburg,11211,150
1549413,Harlem,10027,135
1550558,Williamsburg,11211,165
1567225,Upper West Side,10069,550
1569444,Kips Bay,10010,300
1571050,Bedford-Stuyvesant,11216,40
1576883,Bushwick,11207,75
1578776,Astoria,11106,51
1582837,Williamsburg,11206,60
1583653,East Harlem,10029,125
1586608,Park Slope,11217,70
1596603,Astoria,11106,190
1598328,West Village,10014,100
1600917,Jamaica,11434,59
1609672,,10019,99
1613110,Greenpoint,11222,125
1613859,Clinton Hill,11238,75
1614869,Park Slope,11215,135
1617443,Harlem,10030,85
1624665,Williamsburg,11237,65
1625168,,10001,110
1633924,Bedford-Stuyvesant,11233,120
1634856,Williamsburg,11249,198
1635088,Upper East Side,10128,130
1640992,Flatbush,11226,110
1644146,Boerum Hill,11201,150
1645181,Bedford-Stuyvesant,11233,135
1654417,East Village,10009,120
1654929,Flatbush,11226,95
1656539,West Village,10014,129
1656621,Bedford-Stuyvesant,11221,80
1665498,Rosebank,10305,75
1668176,Washington Heights,10040,95
1682451,Hell's Kitchen,10019,250
1684053,The Rockaways,11692,45
1687895,Williamsburg,11206,75
1693171,East New York,11207,62
1704210,Windsor Terrace,11218,125
1704560,Lower East Side,10002,120
1707850,Lefferts Garden,11225,85
1716441,Lower East Side,10002,96
1718391,Chelsea,,120
1720971,,11106,135
1728339,Lefferts Garden,11225,84
1729286,East Harlem,10029,59
1731365,Upper West Side,10025,439
1732498,Greenpoint,11222,199
1732866,Hamilton Heights,10036,107
1733054,Williamsburg,11211,99
1734724,Williamsburg,11211,180
1738513,,10038,180
1740442,,10002,170
1742610,Upper East Side,10128,123
1742654,Hell's Kitchen,10019,200
1744941,Kips Bay,10016,100
1750142,Lower East Side,10002,449
1750527,Clinton Hill,11238,195
1758391,Bedford-Stuyvesant,11221,80
1766843,Lower East Side,10002,155
1767037,Woodhaven,11421,34
1771989,East Harlem,10029,80
1777421,Williamsburg,11211,71
1778676,Washington Heights,10032,200
1781563,Greenpoint,11222,150
1781697,Williamsburg,11211,99
1785187,Lower East Side,10002,100
1789715,Upper East Side,10128,199
1793411,East Village,10003,199
1794250,Williamsburg,11211,55
1801036,Williamsburg,11211,45
1806647,Williamsburg,11211,255
1807106,Crown Heights,11213,135
1808550,Bedford-Stuyvesant,11216,75
1811051,Williamsburg,11211,190
1814783,,11101,55
