listing_id,neighbourhood,zipcode,price
22535525,Washington Heights,10033,300
22544160,Fordham,10468,75
22544370,Flatiron District,10010,460
22545036,Upper West Side,10025,39
22545117,Bushwick,11206,108
22545284,East Flatbush,11203,85
22545869,Carroll Gardens,11231,116
22550289,Brooklyn Heights,11201,175
22550610,Jamaica,11432,50
22551923,Bedford-Stuyvesant,11221,60
22554800,Murray Hill,10016,100
22561313,Bedford-Stuyvesant,11238,50
22564725,Astoria,11106,48
22566828,Sunnyside,11104,35
22567255,Bedford-Stuyvesant,11221,70
22568702,Williamsburg,11249,55
22569600,Battery Park City,10280,52
22570793,Harlem,10039,70
22571028,Williamsburg,11211,115
22571029,Sunnyside,11101,130
22571719,Midtown East,10017,170
22577827,Inwood,10034,105
22580571,Williamsburg,11211,750
22582841,Bushwick,11206,138
22585553,,10036,200
22586044,Midtown,10001,180
22586352,Alphabet City,10009,280
22586514,Bushwick,11237,144
22586553,The Rockaways,11693,69
22587313,Alphabet City,10009,240
22587578,The Rockaways,11693,89
22587700,Williamsburg,11249,100
22588755,Williamsburg,11206,80
22589075,Williamsburg,11211,200
22589500,Hell's Kitchen,10019,130
22597494,Morrisania,10456,35
22599828,Cobble Hill,11231,140
22600713,Lower East Side,10002,160
22602116,Bedford-Stuyvesant,11221,45
22602239,Jamaica,11434,70
22605207,Harlem,10030,65
22608090,,10036,375
22611934,Harlem,10027,32
22612569,Flushing,11354,105
22614476,Murray Hill,10016,100
22617077,South Street Seaport,10038,120
22617426,Crown Heights,11216,35
22627980,Upper West Side,10025,99
22631617,Boerum Hill,11201,60
22632338,Canarsie,11236,120
22632446,Kingsbridge Heights,10468,25
22633159,Bedford-Stuyvesant,11233,249
22634088,Gravesend,11223,37
22635959,Glendale,11385,45
22636145,Sunnyside,11104,54
22636785,Glendale,11385,25
22637100,Glendale,11385,25
22638243,Crown Heights,11216,42
22650358,Harlem,10037,77
22650556,Crown Heights,11225,50
22651901,Flatbush,11226,89
22653062,Clinton Hill,11205,179
22653751,,10012,145
22654527,Hell's Kitchen,10018,175
22656433,Bedford-Stuyvesant,11205,149
22656623,Williamsburg,11211,300
22657120,Midtown East,10022,150
22665392,Williamsburg,11211,189
22666242,Chelsea,10001,220
22667271,Bushwick,11207,71
22667641,Upper East Side,10065,200
22671632,,10065,200
22672271,Bedford-Stuyvesant,11233,69
22672516,Alphabet City,10009,155
22674537,Financial District,10005,80
22674762,East Harlem,10029,60
22674767,Williamsburg,11206,80
22675417,Bensonhurst,11228,42
22686309,Bedford-Stuyvesant,11216,41
22686751,Harlem,10032,173
22687481,Greenpoint,11222,75
22688059,Bedford-Stuyvesant,11233,110
22690507,Bedford-Stuyvesant,11221,40
22694177,,11374,45
22695159,Williamsburg,11211,85
22697116,Rego Park,11374,50
22698813,Bushwick,11237,99
22699854,Park Slope,11215,86
22699919,Clinton Hill,11238,42
22700314,Bushwick,11237,231
22700519,Bath Beach,11214,85
22701496,Bushwick,11237,75
22701969,Crown Heights,11213,45
22702377,Greenpoint,11222,78
22705115,,11236,80
22705516,Hamilton Heights,10032,30
22706985,,10012,175
22710741,Bushwick,11221,25
22713353,Park Slope,11215,55
22715506,Chelsea,10011,375
22715974,Bushwick,11221,30
22717627,Bushwick,11221,40
22719926,Williamsburg,11211,395
22729984,Harlem,10027,70
22730298,Lefferts Garden,11225,130
22730514,Upper East Side,10075,160
22730793,,11231,60
22734514,Astoria,11102,80
22735497,East Harlem,10029,100
22737164,Battery Park City,10004,110
22737367,Upper West Side,10025,110
22743742,Flatbush,11226,50
22745460,Hamilton Heights,10031,48
22746251,Greenwich Village,10012,217
22746368,Rego Park,11374,23
22746849,,10009,105
22746971,Crown Heights,11238,175
22747377,Bedford-Stuyvesant,,35
22748055,Fort Greene,11217,80
22749104,Bushwick,11237,35
22750161,Jamaica,11434,50
22751004,East Harlem,10029,99
22752094,Upper East Side,10028,275
22753683,Flatbush,11226,47
22753775,Noho,10012,265
22754110,Chelsea,10011,115
22759494,Bushwick,11237,250
22764380,Morrisania,10456,60
22767004,Windsor Terrace,11215,45
22768701,Midtown East,10017,70
22769828,Bushwick,11221,75
22771871,,10454,150
22772279,Bedford-Stuyvesant,11205,44
22774182,Harlem,10027,59
22774395,Harlem,10027,59
22789917,Williamsburg,11206,30
22793957,Williamsburg,11206,50
22796888,Harlem,10027,59
22798790,Rego Park,11374,42
22803859,Crown Heights,11216,110
22805947,Lefferts Garden,11225,95
22807347,Midtown East,10022,300
22809557,Lower East Side,10002,69
22811453,Midtown,10018,180
22811514,Astoria,11105,45
22811779,Williamsburg,11249,200
22812036,Bedford-Stuyvesant,11221,45
22812324,,11206,92
22813147,Lower East Side,10002,59
22813265,,11354,98
22814151,,10029,100
22815783,Crown Heights,11225,40
22817544,Park Slope,11215,63
22825373,Greenpoint,11222,125
22825784,Lower East Side,10002,250
22826247,Chelsea,10001,255
22830328,East Flatbush,11225,75
22831343,Williamsburg,11211,106
22833434,Upper West Side,10025,99
22833773,Morningside Heights,10027,60
22842339,Bushwick,11221,45
22842989,Lefferts Garden,11225,90
22843793,Bushwick,11221,125
22850919,Borough Park,11219,85
22856025,Bull's Head,10314,25
22859928,Kensington,11230,30
22862238,Williamsburg,11211,95
22862793,East Village,10003,139
22866619,Williamsburg,11211,249
22867183,Greenpoint,11222,135
22868760,Crown Heights,11216,140
22868847,Upper West Side,10025,86
22869573,East Village,10003,150
22877615,Harlem,10039,43
22877744,Bushwick,11237,38
22881127,Williamsburg,11211,240
22884749,Upper West Side,10024,120
22886125,Williamsburg,11249,45
22887173,Financial District,10005,160
22898938,Ridgewood,11385,37
22899097,Clinton Hill,11205,165
22903202,Carroll Gardens,11231,75
22905091,Upper East Side,10065,275
22918361,West Village,10014,179
22919133,Crown Heights,11238,60
22921130,West Village,10014,510
22923314,Forest Hills,11375,72
22926871,Midtown,10019,300
22928115,Ditmars / Steinway,11105,99
22928282,Bushwick,11221,50
22931719,Bushwick,11237,50
22934602,,10036,105
22936827,Williamsburg,11206,65
22937095,Clinton Hill,11238,98
22937661,Chelsea,10011,260
22938235,Hell's Kitchen,10036,450
22939284,Jamaica,11426,75
22940777,Park Slope,11215,100
22944568,Astoria,11102,45
22951326,Murray Hill,10016,70
22951923,Bedford-Stuyvesant,11216,150
22955647,Bushwick,11207,65
22956809,East Harlem,10029,64
22956955,East New York,11208,50
22965541,Bushwick,11221,69
22966529,Gramercy Park,10010,250
22971238,Brighton Beach,11235,35
22971913,Crown Heights,11216,69
22972821,Flushing,11355,299
22980237,East Elmhurst,11369,50
22981325,Jamaica,11426,75
22983227,Flatbush,11226,100
22986248,Park Slope,11215,200
22987331,Astoria,11102,100
22999953,Clinton Hill,11205,50
23000463,East Harlem,10029,125
23000563,Greenpoint,11222,170
23000671,Williamsburg,11206,75
23000751,Queens,11362,65
23004086,Union Square,10003,215
23004287,Sheepshead Bay,11229,27
23005137,Lower East Side,10002,87
23005471,Greenwich Village,10012,110
23006296,Alphabet City,10009,148
23006397,East Village,10003,150
23006591,Brighton Beach,11235,35
23012588,,10031,65
23014432,Bedford-Stuyvesant,11221,250
23016550,Gramercy Park,10003,150
23017828,Crown Heights,11213,60
23018237,East Harlem,10029,200
23018280,Pelham Bay,10461,69
23020479,Williamsburg,11211,240
23021228,Astoria,11101,42
23024065,Williamsburg,11206,100
23024273,Noho,10003,495
23031618,Woodside,11377,50
23034200,Bensonhurst,11214,40
23035441,Upper West Side,10024,117
23038520,Baychester,10469,60
23042836,Williamsburg,11249,104
23043496,Clinton Hill,11205,120
23044144,Williamsburg,11211,100
23044937,Sunset Park,11220,39
23045022,Chelsea,,300
23047216,East Harlem,10029,200
23053597,Glendale,11385,35
23054329,Bushwick,11237,50
23054586,Astoria,11101,65
23055624,Washington Heights,10032,32
23056340,Greenpoint,11222,49
23056953,Upper East Side,10128,225
23061070,Canarsie,11236,130
23061336,Williamsburg,11249,235
23062067,West Village,10014,180
23063403,Bedford-Stuyvesant,11233,69
23064030,Upper West Side,10025,174
23071774,Williamsburg,11211,85
23072141,Bushwick,11206,70
23072334,Williamsburg,11211,110
23072371,Elmhurst,11373,31
23072853,Williamsburg,11211,250
23073848,Hell's Kitchen,10036,150
23074722,East Flatbush,11212,80
23076354,,11226,80
23077040,Upper West Side,10025,78
23077687,Upper East Side,10065,135
23077869,Bushwick,11221,49
23078073,West Village,10011,100
23080356,Hamilton Heights,10031,40
23088777,,11221,110
23089123,Bedford-Stuyvesant,11216,80
23089904,Harlem,10027,77
23090298,Flatbush,11226,58
23090632,Long Island City,11101,76
23091139,West Village,10014,850
23091275,Midtown,10019,160
23092823,,10451,120
23092889,Bushwick,11237,70
23094550,East Village,10003,100
23098645,Harlem,10039,70
23100931,,11222,149
23102097,Bushwick,11221,49
23103116,East Harlem,10029,40
23103674,Lower East Side,10002,85
23105764,East Elmhurst,11369,257
23106013,Noho,10012,295
23106220,Bedford-Stuyvesant,11205,70
23106361,Hamilton Heights,10031,65
23106431,Bedford-Stuyvesant,11205,62
23106710,Brooklyn Heights,11201,150
23106811,Astoria,11103,42
23108652,,11211,325
23109329,Clinton Hill,11205,85
23110266,Noho,10003,495
23110686,East Harlem,10029,67
23111561,Lower East Side,10002,160
23116453,Crotona,10459,37
23120062,Midtown East,10022,95
23120678,East Harlem,10029,115
23121872,Flatiron District,10016,199
23122549,Times Square/Theatre District,10018,225
23122597,Gravesend,11214,148
23122670,Brooklyn,11238,75
23124338,Tremont,10457,65
23126553,Astoria,11102,75
23126983,Bushwick,11221,50
23127656,Greenwich Village,10012,300
23128067,Bushwick,11237,60
23128247,Kensington,11218,84
23129398,Upper West Side,10024,121
23129919,Park Slope,11215,100
23130549,Norwood,10467,41
23131011,,11225,50
23131155,Jamaica,11429,120
23132480,Williamsburg,11211,75
23136074,Hell's Kitchen,10018,200
23139647,Allerton,10469,250
23143173,,11207,40
23148972,Sheepshead Bay,11223,110
23149113,Bushwick,11237,180
23149641,Hell's Kitchen,10018,180
23158057,Gowanus,11217,94
23162782,Upper East Side,10065,151
23163634,,11206,99
23163660,East Elmhurst,11369,80
23167654,Murray Hill,10016,500
23167844,Midtown East,10022,180
23167907,Midtown East,10022,300
23168040,Bushwick,11237,30
23169036,East Village,10003,250
23171129,Murray Hill,10016,300
23171917,Chinatown,10013,135
23173912,Sheepshead Bay,11223,110
23177964,Flatbush,11226,50
23181275,Hell's Kitchen,10019,350
23183084,East Village,10003,100
23183557,Bedford-Stuyvesant,11233,42
23188062,Hell's Kitchen,10019,70
23189185,Forest Hills,11374,70
23189933,Harlem,10031,100
23199148,Upper East Side,10075,89
23201228,Greenwich Village,10012,159
23201698,Williamsburg,11211,60
23203149,Bushwick,11221,65
23207489,Chinatown,10013,125
23207975,Ridgewood,11385,53
23208132,Kips Bay,10016,183
23210410,Upper West Side,10023,95
23214729,Prospect Heights,11238,69
23220762,Williamsburg,11206,60
23221581,Sunset Park,11220,70
23225547,Williamsburg,11249,250
23230478,Upper West Side,10025,120
23232039,Flatbush,11226,25
23232087,Hamilton Heights,10032,47
23232686,Bedford-Stuyvesant,11233,110
23232725,Bushwick,11221,55
23233710,Bushwick,11206,60
23235101,Bedford-Stuyvesant,11221,150
23235710,Bedford-Stuyvesant,11221,50
23237156,Upper East Side,10128,105
23247442,Tompkinsville,10301,295
23249013,Lower East Side,10002,85
23251395,Bushwick,11237,41
23252443,Midtown East,10017,339
23253216,Ridgewood,11385,55
23256023,Prospect Heights,11217,55
23256946,Lefferts Garden,11225,75
23257129,Lower East Side,10002,300
23258317,Williamsburg,11249,170
23258498,Flushing,11355,550
23258680,Harlem,10039,47
23268931,Hell's Kitchen,10036,385
23273676,Chinatown,10013,69
23274220,Harlem,10037,125
23274358,,11203,30
23274481,Lower East Side,10002,100
23275777,Rego Park,11374,109
23277230,Upper East Side,10065,395
23278026,Bedford-Stuyvesant,11216,125
23285672,Bedford Park,10458,34
23288102,Harlem,10026,99
23289837,Jackson Heights,11372,199
23290179,Bushwick,11221,70
23290952,Williamsburg,11211,40
23291759,Astoria,11103,80
23293804,Harlem,10026,85
23293946,Williamsburg,,150
23294354,Washington Heights,10033,145
23300579,Ridgewood,11385,40
23302260,Upper West Side,10024,60
23304014,Hamilton Heights,10031,100
23305380,Greenwich Village,10012,75
23306435,Midtown,10016,73
23306594,Midtown,10016,80
23308563,Grymes Hill,10301,33
23310676,Greenpoint,11222,120
23311374,Williamsburg,11249,125
23311756,Harlem,10027,55
23312350,Bushwick,11221,55
23324479,Harlem,10027,125
23325709,Chelsea,10011,400
23327138,Long Island City,11101,120
23329928,Upper West Side,10023,142
23334645,Lower East Side,10002,127
23336536,Upper East Side,10028,89
23337517,Flatbush,11226,61
23338376,Upper West Side,10023,250
23339298,,11221,105
23339894,Williamsburg,11211,36
23340718,Bushwick,11207,60
23342218,Hell's Kitchen,10018,230
23345862,,10019,450
23352217,Bedford-Stuyvesant,11205,45
23353401,Bushwick,11237,70
23353999,Brighton Beach,11235,125
23355877,Elmhurst,11373,55
23357789,Soho,10012,60
23357972,Soho,10012,170
23358593,Clinton Hill,11205,120
23358691,Crown Heights,11225,50
23359965,Jamaica,11413,55
23360409,Bedford-Stuyvesant,11233,99
23369253,Jackson Heights,11370,46
23369354,Gerritsen Beach,11229,50
23369991,Harlem,10030,129
23371427,Upper West Side,10023,110
23372015,Washington Heights,10032,80
23374536,West Village,10014,84
23377365,East Village,10009,149
23377573,Woodside,11377,34
23377781,Washington Heights,10032,125
23378803,Morningside Heights,10025,67
23378815,Flatbush,11226,154
23380590,Bushwick,11237,35
23381154,Bushwick,11221,40
23381161,Bushwick,11221,20
23381366,Bushwick,11237,90
23385746,Hamilton Heights,10031,34
23387463,Harlem,10031,60
23388665,Soho,10012,85
23389451,Brooklyn Navy Yard,11205,47
23394249,Clinton Hill,11238,150
23394532,Hell's Kitchen,10019,300
23394849,Greenpoint,11222,70
23396050,,10009,130
23400115,East Village,10003,110
23405450,Upper West Side,10023,30
23406256,Flushing,11354,29
23410527,East Village,,290
23411890,Bedford-Stuyvesant,11221,46
23413299,Upper East Side,10028,150
23416802,Bedford-Stuyvesant,11216,45
23417806,Financial District,10005,115
23419407,Clinton Hill,11205,50
23429109,Upper West Side,10024,105
23429757,Bushwick,11207,29
23430752,Midtown East,10022,531
23435615,Bushwick,11221,35
23435772,Flatbush,11226,59
23436140,East Elmhurst,11369,80
23436576,Hell's Kitchen,10018,200
23437204,Lower East Side,10002,225
23441284,Chelsea,10001,200
23446952,Kensington,11230,80
23447564,Bedford-Stuyvesant,11233,82
23451100,Fort Greene,11205,115
23451554,Williamsburg,11206,220
23452076,Bedford-Stuyvesant,11233,120
23454172,Lefferts Garden,11225,120
23456438,Bedford-Stuyvesant,11206,50
23462348,Bushwick,11207,46
23463383,Bushwick,11207,48
23465349,Sheepshead Bay,11235,22
23465498,Bedford-Stuyvesant,11233,43
23465912,Grant City,10306,60
23466034,Williamsburg,11222,52
23466099,Crown Heights,11216,110
23466360,Williamsburg,11237,26
23479042,Lefferts Garden,11225,150
23482476,Bushwick,11237,55
23483134,Corona,11368,51
23483266,Corona,11368,39
23487824,Brighton Beach,11235,175
23488681,Hell's Kitchen,10019,195
23494093,Crown Heights,11233,60
23496215,Midtown,10001,220
23500213,Times Square/Theatre District,10036,589
23502842,Alphabet City,10009,159
23504408,Hell's Kitchen,10018,160
23504940,Williamsburg,11211,90
23505157,Woodhaven,11421,50
23505465,Greenwood Heights,11232,90
23505645,Glendale,11385,30
23506147,Harlem,10026,186
23506644,Harlem,10026,48
23506744,Harlem,10026,48
23507266,Bushwick,11237,75
23509707,East New York,11207,60
23513708,East Elmhurst,11369,53
23514988,Upper East Side,10028,91
23516943,Sunnyside,11104,50
23517869,Morrisania,10456,39
23520855,Williamsburg,11211,65
23521858,Brooklyn Heights,11201,50
23522330,Kips Bay,10016,199
23522565,West Village,10014,250
23523123,East New York,11207,60
23524819,Flatbush,11226,42
23526872,Gramercy Park,,250
23528419,Flushing,11354,40
23537317,Upper East Side,10065,98
23538841,Hell's Kitchen,10019,70
23539037,Flatbush,11218,55
23539430,Upper East Side,10128,115
23541451,East New York,11208,60
23544265,Midtown East,10022,700
23544588,Flatiron District,10010,220
23546631,Bay Ridge,11209,125
23548260,Chelsea,10011,96
23556041,Williamsburg,11211,95
23556623,Crown Heights,11216,35
23557996,Bushwick,11237,45
23559016,Williamsburg,11206,75
23561745,,11221,60
23562847,Lower East Side,10002,100
23563112,Park Slope,11215,55
23563298,Williamsburg,11211,75
23565298,Upper East Side,10065,75
23565482,Hell's Kitchen,10019,295
23565616,Elmhurst,11373,100
23565947,Upper West Side,10025,125
23567990,Hamilton Heights,10031,51
23572577,Bushwick,11221,35
23574142,Jamaica,11434,65
23574847,,11364,160
23575358,Gramercy Park,10003,165
23579012,Chelsea,10011,180
23580002,Red Hook,11231,140
23580781,Hell's Kitchen,10036,655
23581568,Upper East Side,10128,73
23582049,Crown Heights,11233,55
23582499,Upper West Side,10025,55
23582635,Greenwich Village,10003,344
23582824,Bushwick,11221,43
23584115,Hamilton Heights,10031,75
23584235,Chinatown,10002,100
23584507,East New York,11208,86
23591976,Williamsburg,11206,50
23593710,,10013,250
23593843,Bedford-Stuyvesant,11216,81
23594881,Chinatown,10013,419
23595420,Williamsburg,11211,378
23596190,Flatbush,11226,51
23597076,Baychester,10469,85
23598089,Sunset Park,11232,42
23606434,Williamsburg,11222,175
23606605,West Village,10014,245
23607625,Williamsburg,11206,85
23608594,Financial District,10038,110
23608933,Park Slope,11215,109
23609158,Murray Hill,10016,400
23609456,Upper East Side,10021,97
23610064,East Village,10003,95
23610838,Bushwick,11237,115
23610982,Prospect Heights,11238,250
23611312,Chinatown,10002,300
23611515,East Harlem,10029,10
23612811,Fordham,10468,65
23612912,Greenpoint,11222,61
23612962,Financial District,10005,115
23612979,Hamilton Heights,10031,40
23613183,Harlem,10027,75
23613815,Williamsburg,11206,45
23613927,Harlem,10027,140
23614205,Upper West Side,10023,150
23614417,Clinton Hill,11238,200
23623370,Times Square/Theatre District,10036,150
23623966,Williamsburg,11211,50
23623969,Lower East Side,10002,160
23625998,Crown Heights,,135
23626598,,10009,150
23628526,Hamilton Heights,10031,75
23629476,Financial District,10004,625
23630216,East Village,10003,53
23630355,Flatiron District,10010,135
23630829,Bushwick,11221,65
23635310,Chelsea,10011,299
23642287,Crown Heights,11213,77
23644644,Astoria,11105,70
23645536,,11237,30
23645982,Alphabet City,10009,180
23646070,,11101,125
23647159,Bushwick,11221,55
23647670,Alphabet City,10009,169
23650008,Bedford-Stuyvesant,11206,42
23650568,Bayside,11361,250
23650576,Bushwick,11206,65
23650923,Jackson Heights,11372,60
23651165,,11385,65
23652165,Ridgewood,11385,35
23652314,Bushwick,11237,79
23661903,Hell's Kitchen,10036,120
23662915,Bedford-Stuyvesant,11221,67
23665592,West Village,10014,200
23665618,Greenpoint,11222,200
23665632,Hell's Kitchen,10036,115
23667501,Williamsburg,11249,125
23667607,,11222,130
23668754,Park Slope,11215,110
23668849,Hell's Kitchen,10036,210
23668925,Soho,,580
23668928,Astoria,11101,169
23670513,Williamsbridge,10467,26
23670907,Williamsburg,11211,54
23678923,Hell's Kitchen,10019,325
23679283,Midtown East,10022,300
23681718,Hamilton Heights,10032,150
23682503,Midtown East,10022,90
23683504,Financial District,10038,100
23684537,Greenwich Village,10012,169
23684655,Ridgewood,11385,53
23684864,Fort Greene,11205,250
23684973,Gramercy Park,10010,110
23686606,Harlem,10026,175
23691588,Bedford-Stuyvesant,11206,32
23692933,West Village,10014,200
23694459,Lower East Side,10002,60
23694603,Williamsburg,11211,110
23694671,Lower East Side,10002,80
23696695,Bedford-Stuyvesant,11233,70
23700385,Washington Heights,10040,91
23701894,Murray Hill,10016,330
23702555,Lower East Side,10002,92
23702682,,11354,105
23703345,East New York,11208,120
23703407,East New York,11208,99
23708711,Bedford-Stuyvesant,11206,37
23711810,Lower East Side,10002,80
23712143,Melrose,10451,40
23712558,Bushwick,11237,60
23714378,Bedford-Stuyvesant,11221,42
23714590,Upper East Side,10128,150
23715988,Boerum Hill,11201,195
23716900,West Village,10014,203
23719597,East Village,10003,178
23723855,Upper West Side,10025,175
23724895,South Street Seaport,10038,299
23725946,Clinton Hill,11205,100
23727056,Crown Heights,11225,99
23728069,Flatbush,11226,100
23728251,Williamsburg,11249,45
23729313,Lower East Side,,295
23730562,Flushing,11354,85
23730799,,11207,69
23731069,Boerum Hill,11217,10
23731240,,11237,119
23741795,Crown Heights,11238,105
23742000,Elmhurst,11373,75
23743361,Hell's Kitchen,10018,100
23743988,Upper West Side,10025,150
23747135,Hamilton Heights,10031,80
23747164,Astoria,11106,125
23747567,Jackson Heights,11372,99
23748601,Bedford-Stuyvesant,11233,112
23749032,Flatbush,11218,43
23749162,Meatpacking District,10014,175
23749862,Kips Bay,10016,95
23749942,Williamsburg,11211,53
23750601,Bedford-Stuyvesant,11233,100
23751280,Greenpoint,11222,120
23751827,Hell's Kitchen,10019,180
23751923,Harlem,10026,300
23752068,East Elmhurst,11369,149
23752247,West Village,10014,195
23752922,Williamsburg,11211,750
23753738,Hell's Kitchen,,300
23755278,Harlem,10039,93
23760540,Upper West Side,10024,150
23762605,Upper West Side,10025,120
23763183,Upper East Side,10028,211
23763367,Astoria,11102,89
23765108,Murray Hill,10016,119
23766446,Murray Hill,10016,160
23768377,Forest Hills,11375,175
23768607,Brighton Beach,11235,30
23768670,Clinton Hill,11205,55
23769345,Astoria,11103,100
23770928,Hell's Kitchen,10036,145
23772252,Williamsburg,11211,59
23772767,Williamsburg,11211,125
23773431,Bedford-Stuyvesant,11221,45
23775445,Hell's Kitchen,10019,400
23776280,Flushing,11354,40
23778822,Brighton Beach,11235,40
23779181,East Harlem,10029,30
23780896,Jackson Heights,11372,70
23782566,Hell's Kitchen,10019,180
23784243,Bushwick,11216,55
23784779,Civic Center,10038,230
23785875,Washington Heights,10040,300
23786683,Chelsea,10011,289
23787573,Midtown East,,412
23788475,Hell's Kitchen,10019,90
23788509,Bedford-Stuyvesant,11233,35
23789466,Bushwick,11237,100
23790744,Harlem,10026,60
23796073,Flushing,11354,20
23797329,Williamsburg,11222,35
23798928,Hell's Kitchen,10019,154
23799713,Financial District,10006,361
23801183,Hell's Kitchen,10019,250
23804473,Harlem,10027,110
23805269,West Village,10014,96
23806188,Upper West Side,10024,80
23807771,Bushwick,11221,70
23807788,,10031,63
23808935,Harlem,10027,150
23809109,Astoria,11103,100
23809758,Bushwick,11237,67
23809933,Richmond Hill,,135
23809978,Columbia Street Waterfront,11231,55
23811316,Astoria,11103,100
23811930,Columbia Street Waterfront,11231,65
23821848,Williamsburg,11249,300
23822436,Bedford-Stuyvesant,11216,50
23823187,Crown Heights,11213,41
23823302,Bushwick,11221,165
23824319,Hell's Kitchen,10036,425
23826391,Astoria,11103,80
23826739,Astoria,11106,60
23827460,Sunset Park,11232,55
23835198,Bushwick,11221,70
23835535,Upper West Side,10025,40
23839013,Grymes Hill,10304,110
23839200,Park Slope,11215,46
23840030,Astoria,11377,65
23849343,Murray Hill,10016,169
23849932,Morningside Heights,10027,76
23851659,Harlem,10026,45
23853496,Williamsburg,11249,289
23857359,Chelsea,10011,250
23858353,Bedford-Stuyvesant,11221,60
23859834,East Village,10009,149
23860646,Bedford-Stuyvesant,11216,60
23861538,East Harlem,10029,68
23861801,Bedford-Stuyvesant,11221,30
23867035,Hell's Kitchen,10036,385
23868986,Williamsburg,11222,65
23870798,Lower East Side,10002,130
23871290,Park Slope,11215,49
23871343,Greenpoint,11222,200
23872299,Flushing,11358,50
23873057,,11222,50
23875454,Washington Heights,10032,50
23875529,Crown Heights,11216,60
23876355,Astoria,11103,60
23877502,,10038,200
23878713,Soho,10012,215
23879156,,11233,40
23879304,University Heights,10468,60
23879630,,11233,40
23880411,Ditmars / Steinway,11105,100
23880932,,11222,99
23881662,East Village,,325
23882896,Hell's Kitchen,10036,89
23883853,Upper West Side,10025,189
23884096,Hell's Kitchen,10001,300
23885545,Hell's Kitchen,10019,250
23892803,Bedford-Stuyvesant,11233,95
23895225,East Flatbush,11203,55
23895449,,10032,74
23895775,Bushwick,11237,60
23896110,West Village,10014,163
23897144,Greenpoint,11222,249
23898007,Bushwick,11221,48
23898811,Bedford-Stuyvesant,11233,60
23900717,Midtown East,10017,339
23901118,South Ozone Park,,65
23901252,Midtown East,10017,269
23901526,Midtown East,10017,269
23901975,Murray Hill,10016,180
23903189,Harlem,10030,54
23903484,Bushwick,11237,74
23903645,Hamilton Heights,10031,65
23904172,Alphabet City,10009,76
23913147,Hell's Kitchen,10036,380
23915323,Harlem,10027,165
23916900,Astoria,11106,231
23917121,Bedford-Stuyvesant,11233,125
23917877,Soho,,849
23918528,Upper West Side,10025,64
23918696,Alphabet City,10009,76
23919286,Midtown,10016,115
23920810,Sunset Park,11232,39
23921344,Upper East Side,10128,120
23921926,Morningside Heights,10027,280
23922383,Harlem,10027,150
23922914,Manhattan,10029,70
23924234,Flatbush,11230,175
23924781,Astoria,11101,70
23925162,,11222,100
23925254,,11374,130
23927609,Lower East Side,10002,310
23928313,Flatbush,11218,38
23934000,Flatbush,11218,50
23937712,Williamsburg,11249,225
23942226,Bushwick,11237,60
23942859,Upper East Side,10065,148
23943948,Alphabet City,10009,1000
23944458,,11418,42
23945755,West Village,10014,150
23945949,Richmond Hill,11418,35
23946427,Midwood,11230,110
23946797,East Harlem,10037,50
23955297,Harlem,10027,40
23956264,Williamsburg,11211,55
23957810,Bedford-Stuyvesant,11221,50
23960158,Hamilton Heights,10031,60
23960224,Bedford-Stuyvesant,11233,45
23963981,,11236,150
23964318,Upper East Side,10065,80
23964830,East Harlem,10029,70
23973305,Upper East Side,10128,120
23973852,Upper West Side,10025,200
23974919,Upper West Side,10023,200
23975523,East Village,10009,215
23976566,Jamaica,11422,28
23977036,Upper West Side,10023,200
23978509,Park Slope,11215,120
23978684,Williamsburg,11211,98
23979192,Crown Heights,,77
23979552,Williamsburg,11206,90
23980622,,10027,49
23980715,Chelsea,10011,200
23980879,Williamsburg,11206,55
23981279,Hillcrest,11366,250
23983152,Hamilton Heights,10031,59
23984787,Hamilton Heights,10031,55
23990128,Astoria,11101,48
23992731,Bushwick,11237,66
23992737,Middle Village,11379,40
23995936,Midtown,10016,479
23996479,West Brighton,10301,31
23997194,Bedford-Stuyvesant,11221,40
23997663,Bushwick,11206,75
23998925,Lower East Side,10038,65
24000030,East Village,10005,65
24006208,Richmond Hill,11415,50
24010543,The Rockaways,11692,83
24016145,Crown Heights,11216,80
24016887,Washington Heights,10032,80
24017674,Bushwick,11206,65
24020883,,11693,325
24022975,Chelsea,10001,250
24024456,Elmhurst,11373,128
24034429,East Village,10009,175
24034853,Bedford-Stuyvesant,11221,45
24035864,Upper West Side,10025,95
24037808,Sunset Park,11220,125
24038323,Williamsburg,11206,135
24039064,Midtown,10018,159
24039069,Upper East Side,10128,125
24039926,Hell's Kitchen,10018,89
24040279,Williamsburg,11211,75
24041042,Tribeca,10013,240
24042844,Mott Haven,10454,50
24044760,Upper East Side,10028,117
24050179,Upper East Side,10021,200
24053986,Crown Heights,11216,56
24056066,Upper West Side,10024,154
24056827,Upper East Side,10128,195
24057780,Flatbush,11230,28
24059751,Flushing,11355,39
24061968,Elmhurst,11373,55
24063971,,11693,63
24064967,Greenpoint,11222,220
24065326,Williamsburg,11249,250
24065408,,11217,50
24066280,Astoria,11103,42
24066510,Hamilton Heights,10031,59
24079583,Williamsburg,11211,150
24080339,Kips Bay,10010,205
24083110,Williamsburg,11211,69
24083340,Little Italy,10013,140
24083746,Harlem,10030,65
24086457,Little Italy,10013,649
24086562,Harlem,10039,100
24096826,Marble Hill,10463,100
24097556,,10025,73
24101006,Harlem,10026,133
